# TENUKI translation cache — do not edit manually
# Saved: 2026-04-19T08:39:52.8335200Z  Entries: 49977
(武功理论经验已满，将以ZMDZ%比例转化为实战经验)	ประสบการณ์วิทยายุทธ์ถึงขีดสุด จะถูกแปลงเป็นประสบการณ์การต่อสู้ในอัตราส่วน ZMDZ%
(武功经验已满，需在闭关室进行突破！)	ค่าประสบการณ์วิทยายุทธ์เต็มแล้ว ต้องเข้าห้องบำเพ็ญเพียรเพื่อทะลวง!
(比对方内功高出越多，越不容易受到内伤)	ยิ่งพลังภายในสูงกว่าคู่ต่อสู้มากเท่าไหร่ ก็ยิ่งยากที่จะได้รับบาดเจ็บภายในมากขึ้นเท่านั้น
(消耗)	(ใช้)
(消耗ZMCZ天)	(ใช้ ZMCZ วัน)
(消耗ZMCZ天和ZMDZ银钱)	(ใช้ ZMCZ เทียนเหอ และ ZMDZ เงิน)
(消耗ZMCZ点好感)	(ใช้แต้ม ZMCZ เพื่อเพิ่มความรู้สึกดี)
(消耗声望ZMCZ)	(ใช้ชื่อเสียง ZMCZ)
(消耗对方好感ZMCZ点，若对方为师傅则减半)	(ใช้แต้มความรู้สึกของอีกฝ่าย, หากอีกฝ่ายเป็นอาจารย์จะลดครึ่งหนึ่ง)
(消耗对方好感ZMCZ点，若对方为师傅则减半，	(ใช้แต้มความรู้สึกของอีกฝ่าย, หากอีกฝ่ายเป็นอาจารย์จะลดครึ่งหนึ่ง,
(消耗银钱ZMCZ)	(ใช้เงิน ZMCZ)
(消耗门派功绩ZMCZ)	(ใช้ความดีความชอบของสำนัก ZMCZ)
(消耗门派木料ZMCZ)	(ใช้ไม้ของสำนัก ZMCZ)
(消耗门派矿石ZMCZ)	(ใช้แร่ของสำนัก ZMCZ)
(消耗门派粮食ZMCZ)	(ใช้เสบียงสำนัก ZMCZ)
(消耗门派银钱ZMCZ)	(ใช้เงินของสำนัก ZMCZ)
(激活中效果加倍)	(เปิดใช้งานแล้วผลคูณสอง)
(目标武学潜力小于ZMCZ时，修习可增加ZMDZ点潜力，否则只增加ZMEZ点技能)	หากศักยภาพศิลปะการต่อสู้เป้าหมายน้อยกว่า ZMCZ การฝึกฝนจะเพิ่มศักยภาพ ZMDZ มิฉะนั้นจะเพิ่มเฉพาะทักษะ ZMEZ
(眼见你快步追上，只能扑通一声跪地求饶)	เมื่อเห็นเจ้าไล่ตามมาอย่างรวดเร็ว ข้าจึงทำได้เพียงทรุดลงคุกเข่าขอความเมตตา
(眼见你快步追上，顿时目露凶光，抽出兵刃)	เมื่อเห็นเจ้ากำลังเร่งฝีเท้าตามมา ดวงตาของเขาก็ฉายแววเหี้ยมเกรียม และชักอาวุธออกมา
(眼见你武功高强，只能扑通一声跪地求饶)	เมื่อเห็นว่าเจ้ามีวิทยายุทธ์สูงส่ง จึงทำได้เพียงทรุดตัวลงกราบขอชีวิต
(练习可增加外功的实战经验，ZMCZ级内效果最佳)	การฝึกฝนสามารถเพิ่มประสบการณ์การต่อสู้ของวิทยายุทธ์ภายนอกได้ โดยมีผลดีที่สุดในระดับ ZMCZ
(经验ZMCZ%)	(ค่าประสบการณ์ZMCZ%)
(结识此人需声望达到ZMCZ点(对方声望的一半))	การทำความรู้จักผู้นี้ต้องมีชื่อเสียงถึง ZMCZ จุด (ครึ่งหนึ่งของชื่อเสียงของอีกฝ่าย)
(耗内ZMCZ)。	(ใช้พลังภายใน)
(装备时生效)	(มีผลเมื่อสวมใส่)
(覆盖对象	เป้าหมายที่ครอบคลุม
(观战)	(ชมการต่อสู้)
(赠送对方索取物品，好感额外提升ZMCZ%)	มอบสิ่งของให้เพื่อขอสิ่งตอบแทน, เพิ่มค่าความรู้สึก ZMCZ%
(进行挖掘将消耗ZMCZ点耐力)	(การขุดจะใช้แต้ม ZMCZ และพลังชีวิต)
(进行采集将消耗ZMCZ点耐力)	(การสกัดจะใช้แต้ม ZMCZ และความทนทาน)
(那么，接下来是否要提出建议呢？)	เช่นนั้น ต่อไปเราควรจะเสนอแนะหรือไม่?
(那么，是否要建议掌门转而攻击其他地点呢？)	เช่นนั้น เราควรแนะนำให้ท่านเจ้าสำนักโจมตีไปยังสถานที่อื่นหรือไม่?
(长兵潜力小于ZMCZ时，修习可增加ZMDZ点潜力，否则只增加ZMEZ点技能)	หากศักยภาพอาวุธยาวน้อยกว่าZMCZ การฝึกฝนจะเพิ่มศักยภาพZMDZ มิฉะนั้นจะเพิ่มเพียงแต้มทักษะZMEZ เท่านั้น
(长按空格)	(กดปุ่มเว้นวรรคค้างไว้)
(长老以上方可参阅)	(เฉพาะผู้อาวุโสขึ้นไปเท่านั้นที่สามารถเข้าถึงได้)
(零级珍宝铺提升ZMDZ点学识效果，当前可鉴定学识要求ZMEZ以下的珍宝)	ร้านสมบัติล้ำค่าระดับศูนย์เพิ่มผลของแต้ม ZMDZ ด้านความรู้ ปัจจุบันสามารถระบุสมบัติล้ำค่าที่ต้องการความรู้ต่ำกว่า ZMEZ ได้
(需要	(ต้องการ
(需要体质ZMCZ)	(ต้องการฐานกระดูกZMCZ)
(需要内功ZMCZ)	(ต้องการพลังภายใน ZMCZ)
(需要刀法ZMCZ)	(ต้องการดาบ ZMCZ)
(需要剑法ZMCZ)	(ต้องการกระบี่ ZMCZ)
(需要力道ZMCZ)	(ต้องการกำลังแขน ZMCZ)
(需要医术ZMCZ)	(ต้องการการแพทย์ ZMCZ)
(需要口才ZMCZ)	(ต้องการวาทศิลป์ ZMCZ)
(需要奇门ZMCZ)	(ต้องการอาวุธพิสดาร ZMCZ)
(需要好感ZMCZ)	(ต้องมีค่าความรู้สึก ZMCZ)
(需要学识ZMCZ)	(ต้องใช้ความรู้ ZMCZ)
(需要守卫熟络ZMCZ)	(ต้องให้ยามคุ้นเคย ZMCZ)
(需要射术ZMCZ)	(ต้องการการยิงธนู ZMCZ)
(需要意志ZMCZ)	(ต้องใช้ความตั้งใจ ZMCZ)
(需要拳掌ZMCZ)	(ต้องการหมัด ZMCZ)
(需要智力ZMCZ)	(ต้องการปัญญา ZMCZ)
(需要木植ZMCZ)	(ต้องการการเก็บเกี่ยว ZMCZ)
(需要毒术ZMCZ)	(ต้องการการใช้ยาพิษ ZMCZ)
(需要灵巧ZMCZ)	(ต้องการความคล่องตัว ZMCZ)
(需要炼药ZMCZ)	(ต้องปรุงยา ZMCZ)
(需要经脉ZMCZ)	(ต้องมีเส้นลมปราณ ZMCZ)
(需要绝技ZMCZ)	(ต้องการท่าร่าง ZMCZ)
(需要至少ZMCZ点掌门好感)	(ต้องมีค่าความชื่นชอบของเจ้าสำนักอย่างน้อย ZMCZ)
(需要至少ZMCZ点掌门好感。)	(ต้องมีค่าความชื่นชอบของเจ้าสำนักอย่างน้อย ZMCZ)
(需要至少ZMCZ点门派好感。)	ต้องมีค่าความชื่นชอบของสำนักอย่างน้อย ZMCZ
(需要轻功ZMCZ)	(ต้องการวิชาตัวเบา ZMCZ)
(需要采伐ZMCZ)	(ต้องทำการสกัด ZMCZ)
(需要锻造ZMCZ)	(ต้องตีเหล็ก ZMCZ)
(需要长兵ZMCZ)	(ต้องการอาวุธยาว ZMCZ)
(需要门派好感ZMCZ以上)	(ต้องมีค่าความรู้สึกต่อสำนัก ZMCZ ขึ้นไป)
(预计每日可使该地民心-ZMCZ)	(คาดว่าจะลดขวัญกำลังใจของชาวบ้านในพื้นที่นี้ -ZMCZ)
(预计每日可使该地治安-ZMCZ)	(คาดว่าในแต่ละวันจะทำให้ความสงบเรียบร้อยของสถานที่นี้ลดลง -ZMCZ)
(预计每日可使该地防御-ZMCZ)	(คาดว่าจะทำให้การป้องกันของสถานที่นี้ลดลง -ZMCZ)
(预计每日可获取ZMCZ威望)	(คาดว่าจะได้รับบารมี ZMCZ ต่อวัน)
) [บาดเจ็บภายในZMCZ][ถูกอาบยาพิษจากเกราะZMDZ][被头盔淬毒ZMEZ]	) [บาดเจ็บภายในZMCZ][ถูกอาบยาพิษจากเกราะZMDZ][ถูกหมวกเกราะอาบยาพิษZMEZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][บาดเจ็บภายในZMEZ][被头盔淬毒ZMFZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][บาดเจ็บภายในZMEZ][ถูกหมวกเกราะอาบยาพิษZMFZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][บาดเจ็บภายในZMEZ][被头盔淬毒ZMFZ][被足履淬毒ZMGZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][บาดเจ็บภายในZMEZ][ถูกหมวกกันน็อกอาบยาพิษZMFZ][ถูกรองเท้าอาบยาพิษZMGZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][บาดเจ็บภายในZMEZ][被护甲淬毒ZMFZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][บาดเจ็บภายในZMEZ][ถูกเกราะอาบยาพิษZMFZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][内伤ZMEZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][บาดเจ็บภายในZMEZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][内伤ZMEZ][被反伤ZMFZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][บาดเจ็บภายในZMEZ][ถูกสวนกลับZMFZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][吸内ZMEZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][ดูดพลังภายในZMEZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][武器淬毒ZMEZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][อาวุธอาบยาพิษZMEZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][武器淬毒ZMEZ][被反伤削内ZMFZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][武器淬毒ZMEZ][被反伤削内ZMFZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][被反伤ZMEZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][ถูกสวนกลับZMEZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][被反伤削内ZMEZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][ถูกโจมตีกลับZMEZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][被反伤吸内ZMEZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][ถูกดูดพลังภายในZMEZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][被头盔淬毒ZMEZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][ถูกหมวกเกราะอาบยาพิษZMEZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][被头盔淬毒ZMEZ][吸内ZMFZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][ถูกหมวกกันน็อกอาบยาพิษZMEZ][ดูดพลังภายในZMFZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][被头盔淬毒ZMEZ][被足履淬毒ZMFZ][被反伤ZMGZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][ถูกหมวกกันน็อกอาบยาพิษZMEZ][ถูกรองเท้าอาบยาพิษZMFZ][ถูกสวนกลับZMGZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][被护甲淬毒ZMEZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][ถูกอาภรณ์อาบยาพิษZMEZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][被护甲淬毒ZMEZ][被头盔淬毒ZMFZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][ถูกอาภรณ์อาบยาพิษZMEZ][ถูกหมวกเกราะอาบยาพิษZMFZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][被护甲淬毒ZMEZ][被头盔淬毒ZMFZ][被足履淬毒ZMGZ][吸内ZMHZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][ถูกอาภรณ์อาบยาพิษZMEZ][ถูกหมวกเกราะอาบยาพิษZMFZ][ถูกรองเท้าอาบยาพิษZMGZ][ดูดพลังภายในZMHZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][被足履淬毒ZMEZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][ถูกยาพิษจากเท้าZMEZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][被足履淬毒ZMEZ][吸内ZMFZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][ถูกยาพิษจากรองเท้าZMEZ][ดูดพลังภายในZMFZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][饰品淬毒ZMEZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บจริงZMDZ][饰品淬毒ZMEZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บภายนอกZMDZ][ถูกอาบยาพิษจากเกราะZMEZ][被头盔淬毒ZMFZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บภายนอกZMDZ][ถูกอาบยาพิษจากเกราะZMEZ][ถูกหมวกกันน็อกอาบยาพิษZMFZ]
) [บาดเจ็บภายในZMCZ][บาดเจ็บภายนอกZMDZ][被护甲淬毒ZMEZ]	) [บาดเจ็บภายในZMCZ][บาดเจ็บภายนอกZMDZ][ถูกอาบยาพิษจากเกราะZMEZ]
) [บาดเจ็บภายในZMCZ][อาวุธอาบยาพิษZMDZ][饰品淬毒ZMEZ][被护甲淬毒ZMFZ]	) [บาดเจ็บภายในZMCZ][อาวุธอาบยาพิษZMDZ][เครื่องประดับอาบยาพิษZMEZ][เกราะอาบยาพิษZMFZ]
) [บาดเจ็บภายในZMCZ][内伤ZMDZ]	[บาดเจ็บภายในZMCZ][บาดเจ็บภายในZMDZ]
) [บาดเจ็บภายในZMCZ][削内ZMDZ]	) [บาดเจ็บภายในZMCZ][ลดพลังภายในZMDZ]
) [บาดเจ็บภายในZMCZ][吸内ZMDZ]	) [บาดเจ็บภายในZMCZ][ดูดพลังภายในZMDZ]
) [บาดเจ็บภายในZMCZ][吸内ZMDZ][被反伤ZMEZ]	) [บาดเจ็บภายในZMCZ][ดูดพลังภายในZMDZ][ถูกสวนกลับZMEZ]
